id_siniestro,id_poliza,id_asegurado,id_vehiculo,ramo,cobertura,fecha_ocurrencia,fecha_reporte,monto_reclamado_usd,monto_estimado_usd,monto_pagado_usd,estado,sucursal,ciudad_evento,descripcion,documentos_completos,id_beneficiario,tipo_beneficiario,dias_desde_inicio_poliza,dias_desde_fin_poliza,dias_entre_ocurrencia_reporte,historial_siniestros_asegurado,tuvo_parte_policial,tuvo_testigo,fault_responsable,etiqueta_fraude_simulada,ramo_pol,fecha_inicio,fecha_fin,prima_usd,suma_asegurada_usd,deducible_usd,canal_venta,ciudad,estado_poliza,tipo_cobertura,segmento,antiguedad_anios,ciudad_ase,num_polizas,reclamos_ultimos_12_meses,mora_actual,score_cliente_simulado,placa,chasis,motor,marca,modelo,anio_vehiculo,categoria,valor_comercial_usd,id_proveedor,nombre,tipo,ciudad_prov,antiguedad_anios_prov,lista_restrictiva,reclamos_asociados,porcentaje_casos_observados,monto_promedio_reclamado_usd
SIN-005771,POL-0001775,ASE-000857,VEH-0005712,Vehículos,Choque,2023-11-17,2023-11-20,6747.77,6664.65,0.0,Reserva,Quito,Quito,"Reporto a la aseguradora que Mientras realizaba la prueba de manejo de La Mariscal hacia el centro de la ciudad, un motociclista impactó mi vehículo. Daños superficiales en luneta. Solicito gestionar la cobertura conforme a la póliza. Ref. 516857.",True,PRV-0016,Taller,64,301,3,3,False,False,Asegurado,0,Vehículos,2023-09-14,2024-09-13,801.16,16734.29,400.0,Web,Quito,Vencida,Collision,Estándar,11,Quito,2,2,True,528,POP-3596,254G97J691K9FXRFK,DS0RYJEKG,Chevrolet,Spark,2017,Sedan,18665.36,PRV-0016,Auto Repuestos y Servicio Imbabura,Taller,Quito,13,False,332,301,5616.3
SIN-005772,POL-0013135,ASE-006473,VEH-0005713,Vehículos,Choque,2023-08-17,2023-08-22,20561.7,21514.61,0.0,Reserva,Quito,Quito,Reporto a la aseguradora que Reporto siniestro ocurrido el 17/08/2023 en Ponceano. Un vehículo de mayor tonelaje me cerró el paso y colisionamos generando daños en luneta. Se anexan fotografías del evento. Ref. 977177.,True,PRV-0041,Perito,349,16,5,0,False,False,Tercero,0,Vehículos,2022-09-02,2023-09-02,150.0,23115.39,400.0,Broker,Quito,Vencida,Collision,Estándar,6,Quito,1,1,False,720,PFR-3680,22X1NBW6LD8K8M9FP,HC2S69JFE,Chevrolet,Aveo,2014,Sedan,26347.51,PRV-0041,Perito Aut. R. Andrade,Perito,Portoviejo,16,False,317,347,5660.81
SIN-005773,POL-0007748,ASE-003817,VEH-0005714,Vehículos,Choque,2023-08-16,2023-08-25,800.63,960.76,800.63,Pago Total,Ambato,Ambato,Reporto a la aseguradora que Estacionado frente a domicilio en sector Solanda encuentro vehículo con daños en parachoques posterior sin nota ni datos del responsable. Se presume golpe y fuga. Ref. 670970.,True,PRV-0026,Taller,189,176,9,0,False,False,Asegurado,0,Vehículos,2023-02-08,2024-02-08,150.0,17315.05,400.0,Banca seguros,Ambato,Vencida,Collision,Estándar,11,Ambato,4,4,False,696,TSH-4418,FGLEFXBWV8NMB3FW7,F9A6E88QJH,Chevrolet,Spark,2014,Sedan,17928.27,PRV-0026,Chevrocenter Servicios,Taller,Machala,24,False,304,395,5930.96
SIN-005774,POL-0008785,ASE-004320,VEH-0005715,Vehículos,Responsabilidad Civil,2023-05-02,2023-05-02,7890.22,8736.55,7890.22,Pago Total,Quito,Quito,Comunico que Aproximadamente a las 15:30 sufrí accidente de tránsito en la Av. República cuando un vehículo particular efectuó maniobra brusca de cambio de carril sin señalizar. Ref. 844050.,True,PRV-0013,Taller,205,160,0,3,False,False,Asegurado,0,Vehículos,2022-10-09,2023-10-09,634.41,19926.12,400.0,Web,Quito,Vencida,Liability,Estándar,13,Quito,3,3,False,752,PRV-7647,XDL2LUMRVDT53GPSK,4DT2KYQ0P,Mazda,3,2017,Sport,16547.69,PRV-0013,Reparauto Loja,Taller,Portoviejo,21,False,352,2386,6705.24
SIN-005775,POL-0010031,ASE-004940,VEH-0005716,Vehículos,Responsabilidad Civil,2023-04-16,2023-04-28,11406.96,11506.95,11406.96,Pago Total,Quito,Quito,"Solicito atención al siguiente caso. Volcadura del vehículo ocurrida la madrugada del 16/04/2023 en curva pronunciada de la Av. Simón Bolívar. Conductor único, sin terceros involucrados. Ref. 718090.",True,PRV-0038,Clínica,51,314,12,3,False,False,Asegurado,0,Vehículos,2023-02-24,2024-02-24,150.0,17632.87,400.0,Agente,Quito,Vencida,Liability,Corporativo,15,Quito,5,5,False,527,PQB-9266,40175DDFM50EADW0S,2FFPXS2M,Honda,Civic,2016,Sport,18773.44,PRV-0038,Centro Médico Cuenca,Clínica,Machala,25,False,308,325,5185.57
SIN-005776,POL-0010996,ASE-005431,VEH-0003141,Vehículos,Choque,2024-02-13,2024-02-14,20938.1,24256.39,20938.1,Pago Parcial,Quito,Quito,"Comunico que Atendiendo a familiar transportado al hospital, un automotor en la Vía a la Costa cruzó sin precaución la intersección y produjo daños severos en maletero. Ref. 798942.",False,PRV-0025,Taller,351,14,1,1,False,False,Asegurado,1,Vehículos,2022-09-23,2023-09-23,2013.62,60000.0,400.0,Broker,Quito,Vencida,Liability,Joven,1,Quito,6,6,False,510,PUI-6164,6NNA2UESZTDDXX4DJ,BFGZHEG6,Volkswagen,Saveiro,2014,Sport,7754.51,PRV-0025,Mecánica Especializada Toyotech,Taller,Ibarra,16,False,278,216,5285.05
SIN-005777,POL-0008687,ASE-004275,VEH-0001011,Vehículos,Choque,2023-11-03,2023-11-09,12134.21,6067.1,12134.21,Pago Total,Manta,Manta,"Pongo en conocimiento: Volcadura del vehículo ocurrida la madrugada del 03/11/2023 en curva pronunciada de la Av. Eloy Alfaro. Conductor único, sin terceros involucrados. Se anexa parte policial. Ref. 609857.",True,PRV-0033,Clínica,227,138,6,3,False,False,Asegurado,0,Vehículos,2023-03-21,2024-03-20,1006.63,14776.99,400.0,Banca seguros,Guayaquil,Vencida,All Perils,Corporativo,8,Guayaquil,5,5,False,667,GTE-7460,SGK182HE8WLWX6LA4,Z4NDQCDGG,Honda,Fit,2016,Sedan,18841.38,PRV-0033,Hospital del Sur,Clínica,Ambato,9,False,291,481,5465.47
SIN-005778,POL-0007845,ASE-003865,VEH-0005717,Vehículos,Choque,2023-08-17,2023-08-27,6130.76,7356.91,0.0,Reserva,Manta,Manta,"Hago constar que El 17/08/2023 alrededor de las 05:45, mi vehículo fue golpeado por un taxi en Calderón cuando este intentaba un giro indebido. Daño en parachoques delantero. Se anexan fotografías del evento. Ref. 813753.",True,PRV-0029,Taller,253,112,10,0,False,False,Asegurado,1,Vehículos,2022-12-07,2023-12-07,3000.0,5838.82,400.0,Agente,Quito,Vencida,Collision,Estándar,14,Quito,3,3,False,668,PQM-4594,WW8M818YZYVNBDJPE,QEURX1B54B,Acura,RDX,2017,Sedan,7320.95,PRV-0029,Taller La Y,Taller,Machala,15,False,409,2372,6636.96
SIN-005779,POL-0009042,ASE-004446,VEH-0005718,Vehículos,Responsabilidad Civil,2023-10-27,2023-11-01,12648.09,12584.94,12648.09,Pago Total,Guayaquil,Guayaquil,Estacionado frente a domicilio en sector Solanda encuentro vehículo con daños en puerta del pasajero sin nota ni datos del responsable. Se presume golpe y fuga. Solicito gestionar la cobertura conforme a la póliza. Ref. 622602.,False,PRV-0021,Taller,122,243,5,1,False,False,Tercero,0,Vehículos,2023-06-27,2024-06-26,150.0,19248.49,400.0,Venta directa,Guayaquil,Vencida,Liability,Corporativo,5,Guayaquil,3,3,False,657,GOU-1409,LD7MPUPKBPGA26D10,9A5CQ1IAZE,Toyota,Yaris,2016,Sport,17314.79,PRV-0021,Taller Mecánico San Francisco,Taller,Loja,18,False,318,283,5672.43
SIN-005780,POL-0003727,ASE-001814,VEH-0005719,Vehículos,Choque,2023-10-23,2023-10-26,6558.01,7312.86,0.0,Reserva,Santo Domingo,Santo Domingo,Pongo en conocimiento: Estacionado frente a domicilio en sector Cumbayá encuentro vehículo con daños en puerta del conductor sin nota ni datos del responsable. Se presume golpe y fuga. Quedo a la espera de la inspección del perito. Ref. 857277.,True,PRV-0040,Perito,272,93,3,1,False,False,Tercero,0,Vehículos,2023-01-24,2024-01-24,150.0,16505.3,400.0,Web,Quito,Vencida,Collision,Corporativo,11,Quito,1,1,False,772,PKL-0903,GCLUG0UZ6F3X37Y4K,7P2RY35XY1,Honda,Fit,2017,Sedan,18209.49,PRV-0040,Perito Aut. M. Vinueza,Perito,Quito,14,False,291,241,5762.87
SIN-005781,POL-0007117,ASE-003509,VEH-0005720,Vehículos,Choque,2023-08-17,2023-09-02,5051.53,5283.92,5051.53,Liquidado,Quito,Quito,Para conocimiento de la Compañía: Salí del estacionamiento del centro comercial y un tercero que circulaba en reversa impactó trasera de mi vehículo. Existe video de cámaras del lugar. Estoy disponible para ampliar información si se requiere. Ref. 835068.,False,PRV-0037,Clínica,61,304,16,0,False,False,Asegurado,1,Vehículos,2023-06-17,2024-06-16,150.0,16087.99,400.0,Venta directa,Quito,Vencida,All Perils,Estándar,18,Quito,2,2,False,793,PZO-2311,PG7JZEVWR59CN8MJG,JT6SXKWC,Toyota,Corolla,2018,Sedan,20444.58,PRV-0037,Clínica Equinoccial,Clínica,Guayaquil,9,False,327,306,531.91
SIN-005782,POL-0000797,ASE-000384,VEH-0005721,Vehículos,Choque,2023-07-17,2023-07-26,16359.82,19631.78,0.0,Cierre Sin Consecuencia,Manta,Manta,"Reporto a la aseguradora que Volcadura del vehículo ocurrida la madrugada del 17/07/2023 en curva pronunciada de la Panamericana Sur. Conductor único, sin terceros involucrados. Ref. 855325.",False,PRV-0001,Taller,294,71,9,3,False,False,Asegurado,0,Vehículos,2022-09-26,2023-09-26,886.97,15580.78,400.0,Agente,Manta,Vencida,All Perils,Premium,9,Manta,3,3,False,760,MEN-5928,L2P88K9ZTX2K78DMF,AL8743VPM,Toyota,Hilux,2014,Sedan,15830.71,PRV-0001,Talleres Andinos Cía. Ltda.,Taller,Ambato,15,False,345,29,5320.33
SIN-005783,POL-0011137,ASE-005501,VEH-0005722,Vehículos,Choque,2023-06-27,2023-06-27,17598.54,18362.73,17598.54,Pago Parcial,Guayaquil,Guayaquil,Reporto a la aseguradora que El día 27/06/2023 circulando por la Av. Mariscal Sucre en sentido este-norte fui impactado en la parte lateral izquierda por otro vehículo que no respetó la señalización. El conductor del otro vehículo se dio a la fuga. Adjunto documentación de respaldo. Ref. 272867.,False,PRV-0017,Taller,170,195,0,0,False,False,Asegurado,0,Vehículos,2023-01-08,2024-01-08,3000.0,60000.0,400.0,Banca seguros,Guayaquil,Vencida,Collision,Estándar,12,Guayaquil,2,2,False,679,GXA-1140,4LY0TZ24CWLCT1T6M,K6OW9X1QV,Honda,CR-V,2021,Sport,68112.84,PRV-0017,Latonería Internacional,Taller,Guayaquil,23,False,353,2323,6701.74
SIN-005784,POL-0004695,ASE-002306,VEH-0005723,Vehículos,Choque,2023-03-10,2023-03-10,2484.53,2981.44,2484.53,Pago Parcial,Cuenca,Cuenca,El día 10/03/2023 circulando por la Av. de las Américas en sentido sur-este fui impactado en la parte frontal por otro vehículo que no respetó la señalización. El conductor del otro vehículo se dio a la fuga. Adjunto documentación de respaldo. Ref. 970784.,False,PRV-0023,Taller,160,205,0,0,False,False,Tercero,0,Vehículos,2022-10-01,2023-10-01,1166.37,17792.97,400.0,Banca seguros,Quito,Vencida,All Perils,Premium,16,Quito,3,3,False,721,PSW-9722,PMLHYLSZ1C0WRRM8Z,AKH2P4T9,Chevrolet,Onix,2016,Sedan,17164.32,PRV-0023,Servicios Vehiculares Bolívar,Taller,Santo Domingo,4,False,317,41,5356.89
SIN-005785,POL-0009613,ASE-004728,VEH-0005724,Vehículos,Choque,2023-03-12,2023-03-21,17525.28,21030.34,17525.28,Liquidado,Ambato,Ambato,"Por medio del presente, Salí del estacionamiento del centro comercial y un tercero que circulaba en reversa impactó posterior de mi vehículo. Existe video de cámaras del lugar. Ref. 370992.",True,PRV-0005,Taller,173,192,9,3,False,False,Asegurado,0,Vehículos,2022-09-20,2023-09-20,705.25,16690.74,400.0,Broker,Ambato,Vencida,Collision,Estándar,5,Ambato,3,3,False,688,TDL-7301,5FF1TR4UG11Y7W0GZ,0XIXGNX1,Chevrolet,D-Max,2017,Sedan,19530.56,PRV-0005,Servitec Guayas,Taller,Ibarra,15,False,288,451,5751.62
SIN-005786,POL-0012123,ASE-005984,VEH-0005725,Vehículos,Responsabilidad Civil,2023-03-27,2023-04-07,22114.97,26012.98,0.0,Negativa,Quito,Quito,"Colisión por alcance en la Av. Simón Bolívar, conductor del vehículo posterior no guardó distancia prudente. Daños menores en parachoques y maletero. Estoy disponible para ampliar información si se requiere. Ref. 941282.",True,PRV-0044,Perito,128,237,11,5,False,False,Tercero,0,Vehículos,2022-11-19,2023-11-19,150.0,24657.34,400.0,Venta directa,Quito,Vencida,Liability,Estándar,4,Quito,4,4,False,647,PCO-8825,43HFFDZZH2RNP96LY,QIRBK4652,Chevrolet,D-Max,2018,Sport,22382.52,PRV-0044,Perito Aut. F. Mendoza,Perito,Machala,15,False,299,234,5406.56
SIN-005787,POL-0001299,ASE-000633,VEH-0005726,Vehículos,Choque,2023-04-05,2023-04-11,8465.26,9963.7,8465.26,Pago Parcial,Guayaquil,Guayaquil,Para conocimiento de la Compañía: Salí del estacionamiento del centro comercial y un tercero que circulaba en reversa impactó lateral izquierda de mi vehículo. Existe video de cámaras del lugar. Ref. 138683.,True,PRV-0017,Taller,254,111,6,0,False,False,Asegurado,0,Vehículos,2022-07-25,2023-07-25,1066.69,16528.73,400.0,Agente,Quito,Vencida,All Perils,Estándar,16,Quito,1,1,False,762,PHO-2784,HD8LUT0RKEYRHJMNH,VVYG7R12,Kia,Sportage,2016,Sedan,19314.75,PRV-0017,Latonería Internacional,Taller,Guayaquil,23,False,353,2323,6701.74
SIN-005788,POL-0013275,ASE-006541,VEH-0005727,Vehículos,Choque,2023-04-05,2023-04-11,30000.0,34953.37,30000.0,Pago Total,Quito,Quito,Reporto siniestro ocurrido el 05/04/2023 en La Mariscal. Un vehículo de mayor tonelaje me cerró el paso y colisionamos generando daños en guardafango. Notifico para los trámites correspondientes. Ref. 695202.,True,PRV-0014,Taller,262,103,6,3,False,False,Tercero,0,Vehículos,2022-07-17,2023-07-17,1587.04,27605.71,400.0,Agente,Quito,Vencida,All Perils,Estándar,6,Quito,6,6,False,536,PMB-0023,C1S0JTNUFFPYF7FX6,ONSBDFPREH,Dodge,Journey,2016,Sedan,22943.98,PRV-0014,Mecánica Express Machala,Taller,Quito,11,False,323,279,5115.69
SIN-005789,POL-0009664,ASE-004752,VEH-0005728,Vehículos,Responsabilidad Civil,2023-04-13,2023-04-15,5925.75,6917.38,5925.75,Pago Parcial,Guayaquil,Guayaquil,Para conocimiento de la Compañía: Pérdida de control del vehículo por desperfecto mecánico en plena Vía a la Costa; impacto contra muro de contención. Daños extensos en maletero. Estoy disponible para ampliar información si se requiere. Ref. 757514.,False,PRV-0033,Clínica,63,302,2,3,False,False,Tercero,0,Vehículos,2023-02-09,2024-02-09,441.2,14820.97,400.0,Agente,Guayaquil,Vencida,Liability,Premium,11,Guayaquil,3,3,False,732,GYP-0029,4RAX7ZJBGU6UAV094,6NCTQJU26,Honda,Civic,2017,Sport,15270.41,PRV-0033,Hospital del Sur,Clínica,Ambato,9,False,291,481,5465.47
SIN-005790,POL-0004242,ASE-002072,VEH-0005729,Vehículos,Responsabilidad Civil,2023-04-09,2023-04-20,12299.72,12363.77,0.0,Reserva,Guayaquil,Guayaquil,"Para conocimiento de la Compañía: A las 04:15 del 09/04/2023, en la Av. Mariscal Sucre, otro vehículo invadió mi carril produciendo impacto posterior. Se reporta daño en parabrisas del vehículo asegurado. Ref. 264442.",True,PRV-0006,Taller,273,92,11,3,False,False,Asegurado,0,Vehículos,2022-07-10,2023-07-10,692.58,20879.48,400.0,Banca seguros,Guayaquil,Vencida,Liability,Estándar,8,Guayaquil,4,4,False,626,GDX-3458,3X9R13TV8UENAZVGB,VLA5WPOA,Honda,Civic,2016,Sport,19676.31,PRV-0006,Tecnimotors Manabí,Taller,Guayaquil,24,False,314,223,6182.97
SIN-005791,POL-0008048,ASE-003964,VEH-0005730,Vehículos,Choque,2023-04-21,2023-04-24,30000.0,35000.0,30000.0,Pago Total,Guayaquil,Guayaquil,En el redondel de Las Cumbres otro conductor no respetó el derecho de paso ocasionando choque frontal con resultado de daños considerables. Solicito gestionar la cobertura conforme a la póliza. Ref. 771125.,True,PRV-0008,Taller,344,21,3,1,False,False,Tercero,0,Vehículos,2022-05-12,2023-05-12,3000.0,60000.0,400.0,Banca seguros,Guayaquil,Vencida,All Perils,Estándar,4,Guayaquil,1,1,False,759,GQF-2269,EGG79SAK6S2EKB12Z,IJS0J1YOZ,Chevrolet,Spark,2016,Utility,70935.54,PRV-0008,Taller Quito Norte,Taller,Ibarra,22,False,309,453,6328.19
SIN-005792,POL-0003944,ASE-001921,VEH-0005731,Vehículos,Responsabilidad Civil,2023-04-24,2023-04-26,12853.9,14204.66,0.0,Reserva,Ambato,Ambato,El suscrito asegurado informa: Estacionado frente a domicilio en sector Cumbayá encuentro vehículo con daños en maletero sin nota ni datos del responsable. Se presume golpe y fuga. Solicito gestionar la cobertura conforme a la póliza. Ref. 563247.,True,PRV-0031,Clínica,275,90,2,5,False,False,Asegurado,0,Vehículos,2022-07-23,2023-07-23,458.36,16122.01,400.0,Web,Ambato,Vencida,Liability,Premium,6,Ambato,4,4,False,586,TCE-7076,444W6EXFMZED41H0B,LVS2GO4HB,Honda,Fit,2016,Sport,20813.5,PRV-0031,Clínica San Rafael,Clínica,Santo Domingo,12,False,329,304,4795.18
SIN-005793,POL-0008007,ASE-003946,VEH-0005732,Vehículos,Responsabilidad Civil,2023-05-05,2023-05-12,6416.72,7179.01,0.0,Reserva,Ambato,Ambato,Para conocimiento de la Compañía: Estacionado frente a domicilio en sector Ponceano encuentro vehículo con daños en maletero sin nota ni datos del responsable. Se presume golpe y fuga. Adjunto documentación de respaldo. Ref. 386908.,True,PRV-0033,Clínica,353,12,7,5,False,False,Asegurado,0,Vehículos,2022-05-17,2023-05-17,583.48,17324.31,400.0,Broker,Ambato,Vencida,Liability,Estándar,6,Ambato,4,4,False,696,TMJ-9665,ADFSUXPP17TNY7RFY,R8FGQMNQ6N,Honda,Civic,2016,Sport,18307.72,PRV-0033,Hospital del Sur,Clínica,Ambato,9,False,291,481,5465.47
SIN-005794,POL-0011622,ASE-005742,VEH-0005733,Vehículos,Responsabilidad Civil,2023-05-26,2023-06-14,3918.54,4689.56,0.0,Negativa,Quito,Quito,"Pongo en conocimiento: Mientras realizaba la prueba de manejo de Las Cumbres hacia el centro de la ciudad, un motociclista impactó mi vehículo. Daños superficiales en parachoques delantero. Solicito gestionar la cobertura conforme a la póliza. Ref. 277841.",False,PRV-0045,Perito,42,323,19,3,False,False,Asegurado,0,Vehículos,2023-04-14,2024-04-13,851.55,25435.18,400.0,Agente,Quito,Vencida,Liability,Estándar,14,Quito,3,3,False,730,PVI-6598,Y3YEAVK7KP1EJXKTT,P4WNY1F3,Honda,Fit,2014,Sport,25795.93,PRV-0045,Perito Aut. D. Cabrera,Perito,Manta,4,False,339,295,5479.01
SIN-005795,POL-0002198,ASE-001058,VEH-0005734,Vehículos,Choque,2023-06-05,2023-06-12,7996.68,9308.13,7996.68,Pago Total,Quito,Quito,"Por medio del presente, En el redondel de Alborada otro conductor no respetó el derecho de paso ocasionando choque por alcance con resultado de daños considerables. Ref. 461277.",True,PRV-0005,Taller,154,211,7,0,False,False,Tercero,0,Vehículos,2023-01-02,2024-01-02,1495.86,20999.99,400.0,Broker,Quito,Vencida,All Perils,Estándar,16,Quito,2,2,False,731,PKT-1029,LDX2X79S3FYPVGA9E,671JRT6W8,Mazda,3,2017,Sedan,19558.76,PRV-0005,Servitec Guayas,Taller,Ibarra,15,False,288,451,5751.62
SIN-005796,POL-0000399,ASE-000202,VEH-0005735,Vehículos,Choque,2023-06-14,2023-06-17,30000.0,35000.0,0.0,Reserva,Guayaquil,Guayaquil,Comunico que Vehículo asegurado sufrió colisión frontal mientras se encontraba detenido en semáforo en la avenida Vía Daule. El tercero responsable abandonó el lugar antes de la llegada de la policía. Solicito se atienda con prontitud el reclamo. Ref. 473576.,True,PRV-0034,Clínica,49,316,3,3,False,False,Asegurado,0,Vehículos,2023-04-26,2024-04-25,1354.28,28273.03,400.0,Web,Guayaquil,Vencida,Collision,Joven,4,Guayaquil,3,3,False,709,GPB-8026,88ZHXJXF573HJK377,E1AGN0QLX,Honda,CR-V,2014,Sedan,24416.27,PRV-0034,Clínica Internacional Guayas,Clínica,Quito,5,False,314,35,5214.21
SIN-005797,POL-0007487,ASE-003690,VEH-0005736,Vehículos,Choque,2023-06-08,2023-06-08,12616.34,13990.46,0.0,Negativa,Ambato,Ambato,Estacionado frente a domicilio en sector Urdesa encuentro vehículo con daños en maletero sin nota ni datos del responsable. Se presume golpe y fuga. Solicito gestionar la cobertura conforme a la póliza. Ref. 342745.,True,PRV-0035,Clínica,16,349,0,1,False,False,Asegurado,0,Vehículos,2023-05-23,2024-05-22,680.39,16111.71,400.0,Broker,Ambato,Vencida,Collision,Premium,19,Ambato,2,2,False,781,TVO-9990,ML7E4ZCC8842ZYBS5,3PSS62TFPP,Toyota,Fortuner,2017,Sedan,15084.41,PRV-0035,Centro Traumatológico Andino,Clínica,Santo Domingo,15,False,305,262,5000.0
SIN-005798,POL-0006128,ASE-003014,VEH-0005737,Vehículos,Responsabilidad Civil,2023-06-21,2023-06-26,4425.53,5016.29,4425.53,Pago Parcial,Ibarra,Ibarra,Pongo en conocimiento: Pérdida de control del vehículo por desperfecto mecánico en plena Av. Simón Bolívar; impacto contra muro de contención. Daños extensos en parachoques posterior. Quedo a la espera de la inspección del perito. Ref. 929069.,True,PRV-0011,Taller,281,84,5,3,False,False,Asegurado,0,Vehículos,2022-09-13,2023-09-13,827.11,5000.0,250.0,Banca seguros,Quito,Vencida,Liability,Estándar,6,Quito,3,3,False,686,PJW-7467,V6CMWVLMFDNL998A9,JECI5FMP3M,Toyota,Hilux,2016,Sport,23792.95,PRV-0011,Pinturas y Latonería Sur,Taller,Ibarra,16,True,328,125,5451.04
SIN-005799,POL-0012639,ASE-006243,VEH-0005738,Vehículos,Responsabilidad Civil,2023-08-18,2023-09-04,17386.05,17989.59,17386.05,Pago Parcial,Cuenca,Cuenca,"Pongo en conocimiento: Colisión por alcance en la Panamericana Norte, conductor del automotor posterior no guardó distancia prudente. Daños menores en parachoques y maletero. Ref. 366624.",False,PRV-0011,Taller,99,266,17,3,False,False,Asegurado,1,Vehículos,2023-05-11,2024-05-10,769.08,24430.32,400.0,Web,Quito,Vencida,Liability,Estándar,9,Quito,2,2,False,737,PAN-6283,ZKH2RRXH5AD06XJ32,BXPJXE9UKH,Acura,RDX,2017,Sport,23846.15,PRV-0011,Pinturas y Latonería Sur,Taller,Ibarra,16,True,328,125,5451.04
SIN-005800,POL-0011301,ASE-005580,VEH-0005739,Vehículos,Choque,2023-06-28,2023-06-28,30000.0,35000.0,0.0,Negativa,Guayaquil,Guayaquil,"Reporto a la aseguradora que Realizando giro en intersección de Av. 6 de Diciembre con calle Sucre, fui golpeado en frontal por automotor que circulaba a velocidad excesiva. Hubo testigos del evento. Solicito gestionar la cobertura conforme a la póliza. Ref. 952159.",True,PRV-0034,Clínica,353,12,0,1,False,False,Tercero,0,Vehículos,2022-07-10,2023-07-10,3000.0,60000.0,400.0,Broker,Guayaquil,Vencida,All Perils,Estándar,19,Guayaquil,2,2,False,822,GKY-9356,EMGJRNNW5T775XM38,DDGT8M1Y15,Chevrolet,Tracker,2014,Sedan,61893.79,PRV-0034,Clínica Internacional Guayas,Clínica,Quito,5,False,314,35,5214.21
SIN-005801,POL-0003555,ASE-001736,VEH-0005740,Vehículos,Choque,2023-07-13,2023-07-14,10270.98,10495.97,10270.98,Pago Total,Guayaquil,Guayaquil,"Colisión por alcance en la Panamericana Norte, conductor del vehículo posterior no guardó distancia prudente. Daños menores en parachoques y maletero. Ref. 402969.",False,PRV-0002,Taller,119,246,1,1,False,False,Asegurado,0,Vehículos,2023-03-16,2024-03-15,820.7,13033.12,400.0,Web,Guayaquil,Vencida,All Perils,Estándar,2,Guayaquil,4,4,False,615,GQR-2577,T19K5DN1FYS0LEAVU,9N3FVP8L,Toyota,Yaris,2016,Sedan,13634.66,PRV-0002,Auto Servicio El Cóndor,Taller,Loja,11,False,429,2051,6488.69
SIN-005802,POL-0005100,ASE-002509,VEH-0005741,Vehículos,Choque,2023-08-15,2023-08-16,30000.0,35000.0,30000.0,Pago Total,Portoviejo,Portoviejo,"Por medio del presente, Realizando giro en intersección de Av. Mariscal Sucre con calle Bolívar, fui golpeado en trasera por automotor que circulaba a velocidad excesiva. Hubo testigos del evento. Ref. 242543.",True,PRV-0025,Taller,46,319,1,3,False,False,Asegurado,0,Vehículos,2023-06-30,2024-06-29,3000.0,57489.01,400.0,Venta directa,Quito,Vencida,All Perils,Estándar,13,Quito,4,4,False,668,PEM-4284,YXHYZ1K9RX4DHXD85,25XY6NU19J,Chevrolet,Sail,2014,Utility,75817.24,PRV-0025,Mecánica Especializada Toyotech,Taller,Ibarra,16,False,278,216,5285.05
SIN-005803,POL-0004501,ASE-002209,VEH-0005742,Vehículos,Choque,2023-09-18,2023-10-03,5250.0,6300.0,5250.0,Liquidado,Santo Domingo,Santo Domingo,"Para conocimiento de la Compañía: Volcadura del vehículo ocurrida la madrugada del 18/09/2023 en curva pronunciada de la Panamericana Sur. Conductor único, sin terceros involucrados. Notifico para los trámites correspondientes. Ref. 605287.",True,PRV-0030,Taller,203,162,15,3,False,False,Asegurado,0,Vehículos,2023-02-27,2024-02-27,1352.94,5000.0,400.0,Venta directa,Cuenca,Vencida,All Perils,Estándar,5,Cuenca,4,4,False,618,ATB-0921,4HDCUX5W9HF8X0AB2,6CQP62U2N0,Mazda,CX-5,2017,Sedan,21087.4,PRV-0030,Servi Llantas y Más,Taller,Manta,13,False,329,426,5501.71
SIN-005804,POL-0003597,ASE-001753,VEH-0005743,Vehículos,Responsabilidad Civil,2023-09-27,2023-10-27,5250.0,6300.0,5250.0,Pago Parcial,Manta,Manta,Pongo en conocimiento: El día 27/09/2023 circulando por la Av. Francisco de Orellana en sentido oeste-oeste fui impactado en la parte lateral derecha por otro vehículo que no respetó la señalización. El conductor del otro vehículo se dio a la fuga. Ref. 514409.,True,PRV-0023,Taller,128,237,30,3,False,False,Asegurado,0,Vehículos,2023-05-22,2024-05-21,674.53,5000.0,400.0,Web,Manta,Vencida,Liability,Joven,18,Manta,4,4,False,670,MKX-3362,J9X28GVG3T5U80PZR,EFNYBTBK,Chevrolet,Captiva,2014,Sport,28924.72,PRV-0023,Servicios Vehiculares Bolívar,Taller,Santo Domingo,4,False,317,41,5356.89
SIN-005805,POL-0000516,ASE-000258,VEH-0005744,Vehículos,Responsabilidad Civil,2023-09-26,2023-09-26,4881.72,5039.51,4881.72,Pago Parcial,Machala,Machala,Reporto a la aseguradora que En el redondel de Sangolquí otro conductor no respetó el derecho de paso ocasionando choque por alcance con resultado de daños considerables. Adjunto documentación de respaldo. Ref. 898083.,True,PRV-0001,Taller,266,99,0,1,False,False,Asegurado,0,Vehículos,2023-01-03,2024-01-03,452.42,14975.03,400.0,Banca seguros,Ibarra,Vencida,Liability,Premium,17,Ibarra,2,2,False,738,IYP-4170,M9EKA1NU5FY7LXA0G,QDXJNNHZZ1,Chevrolet,Sail,2016,Sport,17734.32,PRV-0001,Talleres Andinos Cía. Ltda.,Taller,Ambato,15,False,345,29,5320.33
